,sentence,SearchScreeningEvent,SearchCreativeWork,RateBook,AddToPlaylist
864,When are the movie schedules,1,0,0,0
865,Is The Missing Clerk playing,1,0,0,0
866,what's the nearest movie house showing Women Who Fall by the Wayside,1,0,0,0
867,What is the movie schedule for the B&B Theatres,1,0,0,0
868,Give me some info on when Hands Across the Border will be laying at the cinema.,1,0,0,0
869,Please check whether any animated movies will be running in the area around 04:34:15 PM.,1,0,0,0
870,What animated movies are playing at the Magic Johnson Theatres,1,0,0,0
871,What films are at the nearest movie theatre,1,0,0,0
872,What time is Sontha Ooru playing,1,0,0,0
873,Is The Divine Jetta at Marcus Corporation,1,0,0,0
874,What movies are playing in the neighborhood,1,0,0,0
875,When is The Naked Eye playing at the closest movie theatre,1,0,0,0
876,Find the schedule for for close by movies.,1,0,0,0
877,show me the movie schedule,1,0,0,0
878,Tell me the movie schedules,1,0,0,0
879,what's the nearest movie house showing films,1,0,0,0
880,What time can I watch Son of Rambow Tonight at Fox Theatres,1,0,0,0
881,Which movie house is playing Snow in the Desert today?,1,0,0,0
882,I want to know the films playing at the closest movie house.,1,0,0,0
883,Where the The Housemaid playing and when,1,0,0,0
884,Find the schedule for movies at Harkins Theatres.,1,0,0,0
885,Are any animated movies playing at Magic Johnson Theatres?,1,0,0,0
886,Is the film Goodrich Quality Theaters playing at 12:26 AM?,1,0,0,0
887,Which cinema is currently showing The Youngest Profession?,1,0,0,0
888,Where is the nearest movie house that is playing Sirivantha,1,0,0,0
889,Is Mentioned in Confidence at the cinema,1,0,0,0
890,Please tell me the movie times  ,1,0,0,0
891,What is the nearest movie theatre playing Kate y Leopold?,1,0,0,0
892,What cinema is playing The White Stadium?,1,0,0,0
893,Find movie schedules.,1,0,0,0
894,find Noon movie times at IMAX Corporation,1,0,0,0
895,what is the movie schedule for the Cooper Foundation,1,0,0,0
896,What time is The Face in the Moonlight showing?,1,0,0,0
897,find animated movies movie schedule in the neighborhood,1,0,0,0
898,What are the movie schedules for films in the area?,1,0,0,0
899,What are the morning movie schedules for movies in the neighborhood?,1,0,0,0
900,Recite the movie schedule.,1,0,0,0
901,Tell me what animated movies are being played at the closest movie house at 01:19:00 AM,1,0,0,0
902,Is The Love Guru playing ,1,0,0,0
903,find Now and Forever,1,0,0,0
904,Can I get the movie schedules  for Loews Cineplex in six hours seventeen minutes and eighteen seconds.,1,0,0,0
905,Can I watch Flower and Snake at movie house in one hour from now?,1,0,0,0
906,I'd like to know what movies are on the movie schedules nearby.,1,0,0,0
907,What time is The Lottery Man playing?,1,0,0,0
908,What is the movie schedule 1 second from now,1,0,0,0
909,What's the closest movie house that's showing animated movies?,1,0,0,0
910,What animated movies are playing at the closest cinema,1,0,0,0
911,What time is The Mourner playing at the movie house?,1,0,0,0
912,Is the start eim 23 hours twenty one minutes and one second from now for Morgan – A Suitable Case for Treatment at Santikos Theatres,1,0,0,0
913,Find the schedule for movie times.,1,0,0,0
914,I'd like to know the movie times for movies nearby me,1,0,0,0
915,Which movies are showing at Southern Theatres?,1,0,0,0
916,when is Red Shirts showing at Dickinson Theatres,1,0,0,0
917,Please check the movie schedule,1,0,0,0
918,Is Convoy Busters playing,1,0,0,0
919,"What time is Careful, He Might Hear You playing at the cinema",1,0,0,0
920,Find the movie schedules for Consolidated Theatres.,1,0,0,0
921,Find the schedule for Ghost World.,1,0,0,0
922,find movies around here with movie schedules,1,0,0,0
923,What is the nearest cinema playing Romance of the Limberlost,1,0,0,0
924,Can i get the showtimes for films at Dickinson Theatres?,1,0,0,0
925,What is the movie schedule near me?,1,0,0,0
926,"What time is Atlantis, terre engloutie playing?",1,0,0,0
927,show me the schedule of films in the neighbourhood,1,0,0,0
928,give me the movie times for movies showing in the neighborhood ,1,0,0,0
929,list movies  in the neighbourhood,1,0,0,0
930,Give me the movie times at Goodrich Quality Theaters.,1,0,0,0
931,Find the movies and movie times in the neighbourhood ,1,0,0,0
932,"what films are playing at the closest movie house ar
 elevenses",1,0,0,0
933,Please show me the films playing at Loews Cineplex Entertainment.,1,0,0,0
934,What's the closest cinema playing Chuckys Baby now?,1,0,0,0
935,Is Hollows Grove playing at any movie theatre at ten pm?,1,0,0,0
936,show me the movie schedule in the area near my home at seven AM for animated movies,1,0,0,0
937,Show me movie times,1,0,0,0
938,Find the movie times for films in the area.,1,0,0,0
939,find the closest movie theatre with films,1,0,0,0
940,What is the movie schedule for movies close by,1,0,0,0
941,Find the schedule for Central Airport at the closest movie theatre.,1,0,0,0
942,give me the movie schedules for Warren Theatres,1,0,0,0
943,which is the nearest movie house playing The Diary of Anne Frank,1,0,0,0
944,Show me the movie schedule for movies opening today close by,1,0,0,0
945,Can I see the movie schedules?,1,0,0,0
946,Find the movie schedules for Cineplex Odeon Corporation.,1,0,0,0
947,When will The Flower and the Angry Waves be showing?,1,0,0,0
948,Is I Was an American Spy playing at 11 a.m. at Southern Theatres,1,0,0,0
949,I'd like to know what films are scheduled at Alamo Drafthouse Cinema.,1,0,0,0
950,find movies at the nearest cinema,1,0,0,0
951,What movie times at Megaplex Theatres,1,0,0,0
952,Which cinema is playing Das Ende – Assault on Precinct 13?,1,0,0,0
953,Please inform me when I can see The Abdication at a movie theatre.,1,0,0,0
954,What time could I see A Mile in His Shoes?,1,0,0,0
955,What time does A King in New York play in Malco Theatres,1,0,0,0
956,Can i get the listings for the film at the nearest movie theatre?,1,0,0,0
957,Is Amco Entertainment showing Cień Caseya today?,1,0,0,0
958,I'd like to watch Broadway Nights at Megaplex Theatres,1,0,0,0
959,Find the movie schedule for Marcus Corporation.,1,0,0,0
960,find movie times,1,0,0,0
961,What are the movie times for Amco Entertainment,1,0,0,0
962,find movie schedules,1,0,0,0
963,I'd like to watch Demolition Man at 11:09 PM,1,0,0,0
964,What are the movie schedules,1,0,0,0
965,Find the nearest movie theatre that plays Sea Racketeers,1,0,0,0
966,What time is Irreconcilable Differences playing Regal Entertainment Group,1,0,0,0
967,She me movie schedules for the movies close by at sunset,1,0,0,0
968,Is Happy Ghost III at Caribbean Cinemas,1,0,0,0
969,show the movie schedules in the neighborhood for animated movies,1,0,0,0
970,what movie house is the closest playing animated movies,1,0,0,0
971,Find the movie schedule for Pacific Theatres.,1,0,0,0
972,Show me the movie schedules for movies playing around here today.,1,0,0,0
973,What cinema is the closest showing movies,1,0,0,0
974,Which cinema can I go to to see Lilly the Witch: The Dragon and the Magic Book?,1,0,0,0
975,will Dick Tracy e il gas misterioso start twenty one hours from now,1,0,0,0
976,find the closest starting now movie house with animated movies,1,0,0,0
977,Show me the closest movie house playing animated movies please.,1,0,0,0
978,Show movie times and movies in the area,1,0,0,0
979,Is Green Grass Widows playing at the cinema,1,0,0,0
980,Where and when is Douglas playing?,1,0,0,0
981,Where is Walt: The Man Behind the Myth playing,1,0,0,0
982,What time is Beat the Devil coming on at Mann Theatres,1,0,0,0
983,find movie times nearby for animated movies,1,0,0,0
984,find movie times,1,0,0,0
985,Can i get the showtimes for films close by?,1,0,0,0
986,Is The Little Irish Girl playing,1,0,0,0
987,Can I see the movie times for the Great Escape Theatres,1,0,0,0
988,Need the closest movie house playing The Flamingo Rising,1,0,0,0
989,What cinema is playing The Strongest Instinct now?,1,0,0,0
990,What time is Between Tears and Smiles playing,1,0,0,0
991,Show me the closest movie house that plays That Night in Rio ,1,0,0,0
992,Find the schedule for films at the Douglas Theatre Company.,1,0,0,0
993,Where can I see The Somme starting at 16:01:04?,1,0,0,0
994,What time is Bloody Twilight playing?,1,0,0,0
995,What time is Last Exit to Brooklyn playing at movie house?,1,0,0,0
996,I'd like to see showings for All the Way Home at Kerasotes Theatres.,1,0,0,0
997,what films are at the closest movie theatre ,1,0,0,0
998,What movies are scheduled in the neighbourhood?,1,0,0,0
999,give me the showtimes for Down Where The Buffalo Go at Amco Entertainment,1,0,0,0
1000,What are the movie schedules for any animated movies playing in the neighbourhood?,1,0,0,0
1001,Find movie schedules for ArcLight Hollywood.,1,0,0,0
1002,What time is Phera playing,1,0,0,0
1003,When does Of Stars and Men play?,1,0,0,0
1004,Which movies are playing at AMC Theaters 1 second from now?,1,0,0,0
1005,Find Fish Story ,1,0,0,0
1006,Will you show me a schedule for movies around here?,1,0,0,0
1007,What films are playing at 11 A.M. at Dickinson Theatres,1,0,0,0
1008,Find the movie schedule.,1,0,0,0
1009,What is the movie schedule for films in the neighbourhood,1,0,0,0
1010,find movie schedules with animated movies close by,1,0,0,0
1011,Where can I see No Time to Die?,1,0,0,0
1012,where can i watch Key to the City,1,0,0,0
1013,What movies are playing at the closest movie house?,1,0,0,0
1014,Find the schedule for movie times for movies around here.,1,0,0,0
1015,find animated movies around here,1,0,0,0
1016,Show films at the nearest cinema,1,0,0,0
1017,show the movie schedules,1,0,0,0
1018,What are the animated movies in the neighbourhood  for the recent movie times,1,0,0,0
1019,What is the movie schedule at the IMAX Corporation three minutes from now,1,0,0,0
1020,When is For Lovers Only playing?,1,0,0,0
1021,Is Love and Other Troubles playing,1,0,0,0
1022,When is The Blue of Heaven playing?,1,0,0,0
1023,find a movie theatre with Rogues and Romance that is nearest,1,0,0,0
1024,Can you tell me the movie schedule for General Cinema Corporation?,1,0,0,0
1025,What time is Do Sher playing,1,0,0,0
1026,I need to know what theatre is playing A Happy Coersion,1,0,0,0
1027,Find the schedule for films around here.,1,0,0,0
1028,I need the movie Kids in Love at the movie house,1,0,0,0
1029,what movies are at the nearest movie house,1,0,0,0
1030,What time is Wild and Wooly playing,1,0,0,0
1031,Find movie schedules.,1,0,0,0
1032,What time is My Son Shall Be Armenian playing at Plitt Theatres,1,0,0,0
1033,show the movie schedules at United Paramount Theatres,1,0,0,0
1034,find close by movie schedule movies,1,0,0,0
1035,Find me showtimes for How I Unleashed World War II.,1,0,0,0
1036,What films are showing at Cineplex Odeon Corporation?,1,0,0,0
1037,what are the movie schedules?,1,0,0,0
1038,Where is the closest cinema playing Osmanthus Alley,1,0,0,0
1039,What are the movie times for the movies in the neighbourhood,1,0,0,0
1040,Does The Yacoubian Building start at 08:39 pm,1,0,0,0
1041,When's Fools for Luck showing?,1,0,0,0
1042,What time is Just Around the Corner playing,1,0,0,0
1043,what animated movies are at the nearest movie house,1,0,0,0
1044,Please tell me what the movie schedule looks like for the AMC Theatres in twenty one hours,1,0,0,0
1045,What is the local movie schedule,1,0,0,0
1046,Is the Wandering Detective: Black Wind in the Harbor playing at Cinemark Theatres,1,0,0,0
1047,Please tell me the movie schedules,1,0,0,0
1048,I want to go see The Trouble with Girls,1,0,0,0
1049,Where is Boo to You Too! Winnie the Pooh playing,1,0,0,0
1050,Is The Suicide Shop playing at Southern Theatres,1,0,0,0
1051,What movies are showing at the nearest movie house?,1,0,0,0
1052,What animated movies are showing in the area?,1,0,0,0
1053,What are the movie schedules for Santikos Theatres?,1,0,0,0
1054,what films are at Cinemark Theatres,1,0,0,0
1055,What are the movie schedules,1,0,0,0
1056,Find a movie schedule.,1,0,0,0
1057,I want to see the local movie times,1,0,0,0
1058,"when does Miss Sloane play at IMAX Corporation
",1,0,0,0
1059,find a movie theatre showing The Tailor of Panama,1,0,0,0
1060,I'd like a movie schedule for a close by movies,1,0,0,0
1061,what animated movies are playing at Fox Theatres,1,0,0,0
1062,find a movie house closest showing Operation: Kingdom,1,0,0,0
1063,What films are playing at 1 PM at Showcase Cinemas,1,0,0,0
1064,"Where can I watch Portrait of a Woman, Nude in 1 hour?",1,0,0,0
1065,I want the film for nearest movie theatre,1,0,0,0
1066,I'd like to watch Health Warning at the closest movie house,1,0,0,0
1067,Is The Butcher Boy playing anywhere at supper time?,1,0,0,0
1068,Which animated movies are playing at Fox Theatres?,1,0,0,0
1069,I'd like to watch Heartbreak at Pacific Theatres at two pm,1,0,0,0
1070,Find the movie schedule.,1,0,0,0
1071,in the neighbourhood find movies,1,0,0,0
1072,what time is The Bodyguard at Malco Theatres playing,1,0,0,0
1073,find Mary Kom starting in one hour ,1,0,0,0
1074,Find the movie schedule.,1,0,0,0
1075,Find the closest movie house that plays animated movies,1,0,0,0
1076,Is Storm Warning playing,1,0,0,0
1077,What are the movie times at Landmark Theatres,1,0,0,0
1078,is These Girls at the cinema,1,0,0,0
1079,What time is Unholy Women playing?,1,0,0,0
1080,Find the movie schedule at twelve AM.,1,0,0,0
1081,Is Hercules and Xena: The Battle for Mount Olympus playing at the closest cinema,1,0,0,0
1082,find Brandy in the Wilderness,1,0,0,0
1083,what is the movie schedule for Cineplex Odeon Corporation,1,0,0,0
1084,List movies at IMAX Corporation,1,0,0,0
1085,Where can I see Travelling Light?,1,0,0,0
1086,When can I see The Crew of the Dora,1,0,0,0
1087,Find me the movie times for the Marcus Corporation,1,0,0,0
1088,What time is The Bride Wore Boots playing,1,0,0,0
1089,What time is Cabin Fever: Spring Fever playing,1,0,0,0
1090,can i get the showtimes for films in the neighbourhood,1,0,0,0
1091,Which movie theatre nearest me is showing animated movies starting now?,1,0,0,0
1092,can i have the movie schedule for right now,1,0,0,0
1093,What is the movie schedules at for Douglas Theatre Company at 0 p.m.?,1,0,0,0
1094,Can i get the showtimes for films in the area.,1,0,0,0
1095,Find me the movie times,1,0,0,0
1096,Is Brother at United Paramount Theatres,1,0,0,0
1097,List movie schedules,1,0,0,0
1098,Give me the movie listings at the closest cinema please.,1,0,0,0
1099,find the nearest movie house for The Mystery of Picasso,1,0,0,0
1100,I would like to see a schedule for movies at the nearest movie house.,1,0,0,0
1101,I want to see King of the River in the nearest movie theatre,1,0,0,0
1102,Are there movies at Malco Theatres,1,0,0,0
1103,find Warren Theatres films,1,0,0,0
1104,find me the nearest movie theatre that's showing The Spell of the Yukon,1,0,0,0
1105,Find the schedule for Chronicle of My Mother at the nearest cinema in 1 minute and 8 seconds.,1,0,0,0
1106,What time is The Ladies Diplomat playing?,1,0,0,0
1107,Is The Mystery of Betty Bonn playing at twelve A.M. at the nearest movie house?,1,0,0,0
1108,find The Panic in Needle Park,1,0,0,0
1109,Show me movie schedule,1,0,0,0
1110,Show me movie times for two a.m. at any nearby movies.,1,0,0,0
1111,What movies are playing at Warren Theatres?,1,0,0,0
1112,what animated movies are showing in the neighborhood ,1,0,0,0
1113,Find the movie schedules for Great Escape Theatres.,1,0,0,0
1114,When is the next showing of Star Wars: The Clone Wars?,1,0,0,0
1115,What is the movie times at Marcus Corporation,1,0,0,0
1116,Need to see Mother Joan of the Angels in one second.,1,0,0,0
1117,What animated movies are playing nearby right now?,1,0,0,0
1118,is The Clowns at the nearest cinema ,1,0,0,0
1119,What films are scheduled at the closest cinema?,1,0,0,0
1120,Is Tomorrow at Seven being played at Douglas Theatre Company?,1,0,0,0
1121,What are the movie schedules at the IMAX Corporation,1,0,0,0
1122,find a cinema for The Tenderfoot nearest me,1,0,0,0
1123,Show the movie schedule at Regal Entertainment Group,1,0,0,0
1124,Give me the movie schedules for National Amusements.,1,0,0,0
1125,What movies are at Malco Theatres,1,0,0,0
1126,Show a movie schedule with Bow Tie Cinemas,1,0,0,0
1127,What time is The Riders of the Whistling Skull playing at Magic Johnson Theatres,1,0,0,0
1128,Where can I find the movie schedule?,1,0,0,0
1129,Is Arthur 2 – On the Rocks playing at 20:44?,1,0,0,0
1130,"What movies are playing at Dipson Theatres
",1,0,0,0
1131,Find the movie schedule.,1,0,0,0
1132,Show movie schedule at Amco Entertainment,1,0,0,0
1133,Where is the closest cinema playing Good Night Good Morning,1,0,0,0
1134,When is Girls Just Want to Have Fun playing at the movie house?,1,0,0,0
1135,What animated movies are playing at Dipson Theatres?,1,0,0,0
1136,Find the schedule for The Cup Winner at the closest movie house.,1,0,0,0
1137,What are the movie schedule for the movies in the neighborhood,1,0,0,0
1138,What movie schedules at Consolidated Theatres,1,0,0,0
1139,What movies are scheduled at Plitt Theatres?,1,0,0,0
1140,What animated movies are at the closest movie theatre,1,0,0,0
1141,find a Loews Cineplex with films,1,0,0,0
1142,What time is Rites of Spring playing at Marcus Corporation,1,0,0,0
1143,List all the movies playing in the area now.,1,0,0,0
1144,Showtimes for the films at Santikos Theatres,1,0,0,0
1145,Find the schedule for Vanishing of the Bees at a movie house.,1,0,0,0
1146,show me the schedule of movie Warning from Space closest to movie house,1,0,0,0
1147,Show me the movie schedules for movies playing nearby.,1,0,0,0
1148,Please tell me the movie schedules ,1,0,0,0
1149,What movies are playing Dickinson Theatres,1,0,0,0
1150,give me the Morning movie schedules,1,0,0,0
1151,When is The Great Question playing at the closest movie house?,1,0,0,0
1152,where can I watch Mabel’s Dramatic Career at twenty two o'clock,1,0,0,0
1153,What movies are playing at the nearest movie house,1,0,0,0
1154,in one hour find King of Hearts,1,0,0,0
1155,in the neighbourhood find a movie schedule for animated movies,1,0,0,0
1156,When is The Stain playing at Loews Cineplex?,1,0,0,0
1157,Is The Angel of Vengeance – The Female Hamlet playing at the cinema at 6 am,1,0,0,0
1158,What time do the movies play at Southern Theatres?,1,0,0,0
1159,Where does The Return of the Whistler play at the Bow Tie Cinemas at 03:01:48 A.M.,1,0,0,0
1160,Is Goodbye Mr. Chips showing twelve minutes from now,1,0,0,0
1161,I'd like to watch The Wedding Ring at the movie theatre,1,0,0,0
1162,What theater is showing From Paris with Love and when?,1,0,0,0
1163,list movie times with meal,1,0,0,0
1164,Is The Lady and the Highwayman playing at 7 A.M. at Dipson Theatres?,1,0,0,0
1165,When will Hard Time Romance be showing at the cinema?,1,0,0,0
1166,Is A Man Called Hero playing during brunch at the cinema,1,0,0,0
1167,Can I go see Cash and Curry at a movie theatre?,1,0,0,0
1168,What animated movies are at Dipson Theatres,1,0,0,0
1169,show me the schedule of movie times in Dipson Theatres,1,0,0,0
1170,I'm wondering if you can give me the movie times for films in the neighborhood.,1,0,0,0
1171,FInd the movie times for films in the neighbourhood.,1,0,0,0
1172,is Tomorrow at Dawn at Harkins Theatres,1,0,0,0
1173,Find the movie schedule for ArcLight Hollywood.,1,0,0,0
1174,Show me the movie schedule ,1,0,0,0
1175,where is The Incite Mill playing,1,0,0,0
1176,Find the movie schedule for films in the area.,1,0,0,0
1177,show me movie times,1,0,0,0
1178,What is the closest movie house playing House of the Dead 2,1,0,0,0
1179,Where is the nearest cinema that is playing Pioneers of the West,1,0,0,0
1180,What time is Socrates playing at the cinema?,1,0,0,0
1181,Show me the movie times for what's playing now,1,0,0,0
1182,are there any movies playing around here,1,0,0,0
1183,Where can I watch Hank Williams: The Show He Never Gave?,1,0,0,0
1184,Showtimes for Butterfly on a Wheel.,1,0,0,0
1185,What movies are playing at the closest cinema,1,0,0,0
1186,What time is 30 Days of Night playing?,1,0,0,0
1187,Fine movie times for animated movies in the neighborhood.,1,0,0,0
1188,Show me schedules to see A Film with Me in It.,1,0,0,0
1189,movie schedule for animated movies in the neighborhood,1,0,0,0
1190,Is A Charming Man playing at lunch time?,1,0,0,0
1191,Can you give me the movie schedules for films close by?,1,0,0,0
1192,What times is the 7 Faces of Dr. Lao showing at United Paramount Theatres,1,0,0,0
1193,is Las aventuras de Zachary Beaver at Harkins Theatres,1,0,0,0
1194,show me the schedule of Dead Snow,1,0,0,0
1195,Find the schedule for movies at Plitt Theatres.,1,0,0,0
1196,Give me showtimes for The Tenth Woman at the movie house.,1,0,0,0
1197,What is the movie schedule,1,0,0,0
1198,show me movie schedules,1,0,0,0
1199,Is Unsettled Land playing at the movie theatre,1,0,0,0
1200,Show me when Scandalous John is playing.,1,0,0,0
1201,Is The Matinee Idol 06:30 cinema sold out?,1,0,0,0
1202,where is The Yellow Star: The Persecution of the Jews in Europe 1933-45 playing,1,0,0,0
1203,show animated movies in nearest movie theatre,1,0,0,0
1204,"what time can i see Girls to Marry

",1,0,0,0
1205,I'd like to see the current showtimes for His Kind of Woman,1,0,0,0
1206,What is the nearest movie theatre playing Stray Cat Rock: Wild Jumbo in 7 seconds,1,0,0,0
1207,What animated movies are playing in the neighbourhood and when?,1,0,0,0
1208,Give me a list of films at AMC Theatres,1,0,0,0
1209,find Un weekend da bamboccioni,1,0,0,0
1210,Can I get the movie schedules for Marcus Corporation.,1,0,0,0
1211,What are the Mann Theatres showtimes for Secret Sunshine,1,0,0,0
1212,What are the timings for Starship Troopers 2?,1,0,0,0
1213,What movies are playing at Regal Entertainment Group,1,0,0,0
1214,what time is The Clutching Hand playing at Amco Entertainment,1,0,0,0
1215,Can i get the movie schedule  for films nearby.,1,0,0,0
1216,Where is All Night Long 3 playing 1 hour from now,1,0,0,0
1217,show movie times now,1,0,0,0
1218,Find time for movie times now,1,0,0,0
1219,What time will the closest movie house be playing Mark Shoots First,1,0,0,0
1220,list animated movies at the nearest cinema,1,0,0,0
1221,I'd like to watch All on the Red at 9 o'clock,1,0,0,0
1222,find the movie schedules,1,0,0,0
1223,Can I get the movie schedules for Southern Theatres at around 15:02,1,0,0,0
1224,Can I get the movie times for in the neighbourhood movies,1,0,0,0
1225,what films are playing at KB Theatres,1,0,0,0
1226,Find the closest cinema playing The St. Francisville Experiment.,1,0,0,0
1227,I want to see a list of local movie times.,1,0,0,0
1228,find animated movies close by with a movie schedule,1,0,0,0
1229,What films are playing at Great Escape Theatres,1,0,0,0
1230,SHOW movie schedule,1,0,0,0
1231,What is the closest cinema today playing animated movies?,1,0,0,0
1232,What are the movie times one second from now at the Alamo Drafthouse Cinema,1,0,0,0
1233,I need to see the movie schedules,1,0,0,0
1234,Find the schedule for nearby animated movies.,1,0,0,0
1235,what's Southern Theatres movie schedule,1,0,0,0
1236,What movies can I see in the area?,1,0,0,0
1237,Find the movie schedule at Malco Theatres.,1,0,0,0
1238,Is Holy Matrimony playing at National Amusements?,1,0,0,0
1239,Find the schedule for Brick.,1,0,0,0
1240,what films are showing in the neighborhood ,1,0,0,0
1241,Find movie schedules for movies in the area.,1,0,0,0
1242,find Belle of the Yukon,1,0,0,0
1243,Fine movie times.,1,0,0,0
1244,find Kerasotes Theatres movie schedules,1,0,0,0
1245,Where and at what time can I see Paragraphe 78,1,0,0,0
1246,Find time for Enkitta Mothathe at Pacific Theatres,1,0,0,0
1247,What time is Holiday Heart showing at the movie house,1,0,0,0
1248,What are the movie schedules,1,0,0,0
1249,Give me the schedule for animated movies at the nearest cinema,1,0,0,0
1250,Show me the movie times for Caribbean Cinemas in 1 second .,1,0,0,0
1251,where can i watch Wartime Romance in the morning,1,0,0,0
1252,I need the movie schedules for Century Theatres,1,0,0,0
1253,Can i get the showtimes for movies around here?,1,0,0,0
1254,Give me showtimes for films in the neighbourhood.,1,0,0,0
1255,where's the nearest movie house playing No Trains No Planes,1,0,0,0
1256,whats the movie schedules for General Cinema Corporation,1,0,0,0
1257,What are the movie times for animated movies playing close by,1,0,0,0
1258,Is Flow: For Love of Water playing at Southern Theatres at 2 am,1,0,0,0
1259,can I get the movie schedules for Goodrich Quality Theaters,1,0,0,0
1260,List films at the nearest movie house,1,0,0,0
1261,Show me the nearest movie house showing He Won a Ranch,1,0,0,0
1262,Please find the schedule for Jappeloup at Bow Tie Cinemas.,1,0,0,0
1263,What time is Cold Prey 3 playing at cinema,1,0,0,0
1264,I'm wondering when I can see Hurry Sundown.,1,0,0,0
1265,find The World Is Ours at a movie theatre,1,0,0,0
1266,What movie house is playing Something for the Birds,1,0,0,0
1267,show the animated movies playing at Consolidated Theatres,1,0,0,0
1268,what animated movies are showing at Star Theatres,1,0,0,0
1269,I'd like to see movie schedules for Kerasotes Theatres,1,0,0,0
1270,For the Star Theatres is The Belles of St. Clements playing in 8 minutes ,1,0,0,0
1271,What is the nearest movie house playing The Miracle Rider,1,0,0,0
1272,Find me the movie schedule for Great Escape Theatres,1,0,0,0
1273,what are the movie times for Consolidated Theatres,1,0,0,0
1274,find the movie schedule,1,0,0,0
1275,Find the schedule for for films at Star Theatres.,1,0,0,0
1276,What films are playing at Marcus Corporation?,1,0,0,0
1277,What is the 7 A.M. movie schedules at Amco Entertainment,1,0,0,0
1278,what movies are showing in the neighborhood ,1,0,0,0
1279,what films are at Kerasotes Theatres ,1,0,0,0
1280,Find the movie schedules at the Neighborhood Cinema Group,1,0,0,0
1281,When is Beneath the Harvest Sky playing?,1,0,0,0
1282,Show me the movie times for films nearby.,1,0,0,0
1283,Show me animated movies that are playig at Great Escape Theatres,1,0,0,0
1284,find Endless Horizons,1,0,0,0
1285,Where is the nearest cinema that is playing The Kid Brother,1,0,0,0
1286,"When is Have Sword, Will Travel playing at the closest movie theatre?",1,0,0,0
1287,What time are movies showing around here,1,0,0,0
1288,Can you tell me the movies that are going to be scheduled at the closest movie house?,1,0,0,0
1289,what's the closest movie theatre showing Harbour Beat,1,0,0,0
1290,find films at Magic Johnson Theatres,1,0,0,0
1291,what films are showing at Cooper Foundation,1,0,0,0
1292,Find the schedule for movies at Southern Theatres.,1,0,0,0
1293,i want to watch Mister Cool,1,0,0,0
1294,Find the schedule for movies at Star Theatres.,1,0,0,0
1295,What films and movie schedule are in the area,1,0,0,0
1296,what animated movies are at Fox Theatres,1,0,0,0
1297,Find the schedule for films in the neighborhood.,1,0,0,0
1298,Whats the closest cinema that shows movies at 12 A.M.,1,0,0,0
1299,What films are going to be shown at the nearest movie house?,1,0,0,0
1300,Is Race Gurram playing,1,0,0,0
1301,Is Blood Is Not Fresh Water playing at this movie theatre at 2 AM?,1,0,0,0
1302,Find me The Twinkler playing at National Amusements in 2 minutes,1,0,0,0
1303,Find the movie schedule for animated movies around here.,1,0,0,0
1304,what animated movies are in the neighbourhood,1,0,0,0
1305,What are movie times for animated movies close by?,1,0,0,0
1306,find Kerasotes Theatres with movie times,1,0,0,0
1307,find movie schedules for AMC Theaters,1,0,0,0
1308,Can you let me know when Troopers Three is scheduled?,1,0,0,0
1309,find films in 12 hours at the nearest movie theatre,1,0,0,0
1310,Find the movie schedule for 20:45:24.,1,0,0,0
1311,What cinema is showing Ice Station Zebra at 07:25 P.M.?,1,0,0,0
1312,find a movie schedule,1,0,0,0
1313,Can i get the movie times for Fox Theatres?,1,0,0,0
1314,find animated movies at Amco Entertainment,1,0,0,0
1315,find movie times,1,0,0,0
1316,Show the movie schedule,1,0,0,0
1317,List films at Pacific Theatres,1,0,0,0
1318,show movie times in North American Cinemas,1,0,0,0
1319,What movies are showing at the Showcase Cinemas,1,0,0,0
1320,Find me the movie schedules at Fox Theatres,1,0,0,0
1321,What animated movies are at Pacific Theatres,1,0,0,0
1322,Find time for College Rock Stars at any movie theatre,1,0,0,0
1323,Where is the closest cinema that is playing The Honeymoon Killers,1,0,0,0
1324,"Is The Happy Hooker Goes Hollywood at the movie house nearest me
",1,0,0,0
1325,What films are showing at the closest movie theatre?,1,0,0,0
1326,Where is The Penthouse playing,1,0,0,0
1327,where is My Song Goes Forth playing,1,0,0,0
1328,"Is Love, Marilyn playing",1,0,0,0
1329,Where is the nearest movie house that is showing The Kingfisher Caper?,1,0,0,0
1330,What movies are at North American Cinemas,1,0,0,0
1331,what movies are playing at Warren Theatres,1,0,0,0
1332,what movies are close by,1,0,0,0
1333,Show the nearest movie house with The Expendables starting 1 minute from now,1,0,0,0
1334,find movies in the neighbourhood with movie times,1,0,0,0
1335,what films are at the nearest cinema,1,0,0,0
1336,what time can i see Mojave Phone Booth,1,0,0,0
1337,"Please shoe me the movie schedule for today.
",1,0,0,0
1338,Is A Master of Craft playing at Wanda Group,1,0,0,0
1339,Find the movie schedules for nearby movies.,1,0,0,0
1340,Find time for The Thirty Nine Steps ,1,0,0,0
1341,What is the movie schedules for films in the neighborhood,1,0,0,0
1342,find a movie house with Hollow Reed,1,0,0,0
1343,Let me know the movie times for films in the area.,1,0,0,0
1344,What time is The Message playing at Loews Cineplex?,1,0,0,0
1345,Fine movie schedules for Speakeasy Theaters.,1,0,0,0
1346,what animated movies are showing nearby,1,0,0,0
1347,Can I get the showtimes for The Kitchen Toto at Cineplex Odeon Corporation.,1,0,0,0
1348,What time around here can I fins animated movies,1,0,0,0
